125.98
124.69
129.09
125.56
125.16
130.74
135.02
137.81
137.75
137.36
144.59
148.46
143.79
143.54
141.45
135.84
133.09
139.77
136.77
138.43
140.17
143.44
145.49
165.09
195.75
192.31
193.58
199.16
202.61
